1442674570000000, 71.9
1442674630000000, 72.0
1442674691000000, 72.2
1442674751000000, 72.3
1442674812000000, 72.4
1442674873000000, 72.6
1442674933000000, 72.7
1442674994000000, 72.8
1442675055000000, 73.0
1442675115000000, 73.0
1442675176000000, 72.9
1442675236000000, 72.9
1442675297000000, 72.9
1442675357000000, 72.9
1442675418000000, 72.9
1442675478000000, 72.8
1442675539000000, 72.7
1442675600000000, 72.7
1442675660000000, 72.6
1442675721000000, 72.6
1442675781000000, 72.6
1442675842000000, 72.6
1442675903000000, 72.8
1442675963000000, 72.8
1442676024000000, 72.9
1442676084000000, 73.0
1442676145000000, 73.0
1442676206000000, 73.0
1442676266000000, 73.1
1442676327000000, 73.2
1442676387000000, 73.3
1442676447000000, 73.3
1442676507000000, 73.4
1442676568000000, 73.4
1442676628000000, 73.5
1442676688000000, 73.7
1442676748000000, 73.9
1442676808000000, 74.0
1442676869000000, 74.1
1442676929000000, 74.1
1442676990000000, 74.2
1442677050000000, 74.3
1442677110000000, 74.4
1442677171000000, 74.4
1442677232000000, 74.4
1442677292000000, 74.4
1442677352000000, 74.5
1442677413000000, 74.4
1442677475000000, 74.3
1442677533000000, 74.3
1442677594000000, 74.2
1442677656000000, 74.2
1442677716000000, 74.2
1442677776000000, 74.3
1442677837000000, 74.5
1442677896000000, 74.6
1442677956000000, 74.8
1442678016000000, 75.0
1442678077000000, 75.2
1442678137000000, 75.4
1442678198000000, 75.3
1442678259000000, 75.3
1442678319000000, 75.3
1442678380000000, 75.5
1442678439000000, 75.5
1442678500000000, 75.6
1442678560000000, 75.5
1442678621000000, 75.6
1442678681000000, 75.6
1442678742000000, 75.7
1442678802000000, 75.9
1442678862000000, 76.0
1442678923000000, 76.1
1442678983000000, 76.2
1442679043000000, 76.3
1442679104000000, 76.4
1442679165000000, 76.4
1442679225000000, 76.4
1442679286000000, 76.4
1442679346000000, 76.4
1442679406000000, 76.4
1442679467000000, 76.4
1442679528000000, 76.5
1442679589000000, 76.6
1442679649000000, 76.7
1442679710000000, 76.7
1442679771000000, 76.7
1442679832000000, 76.7
1442679893000000, 76.6
1442679952000000, 76.7
1442680013000000, 76.7
1442680073000000, 76.8
1442680138000000, 76.9
1442680198000000, 77.0
1442680259000000, 77.0
1442680319000000, 77.1
1442680379000000, 77.2
1442680440000000, 77.3
1442680500000000, 77.4
1442680561000000, 77.5
1442680622000000, 77.5
1442680683000000, 77.4
1442680744000000, 77.3
1442680804000000, 77.3
1442680865000000, 77.2
1442680925000000, 77.2
1442680986000000, 77.2
1442681045000000, 77.3
1442681106000000, 77.3
1442681166000000, 77.5
1442681226000000, 77.5
1442681286000000, 77.6
1442681347000000, 77.7
1442681408000000, 77.6
1442681468000000, 77.6
1442681529000000, 77.6
1442681589000000, 77.6
1442681649000000, 77.7
1442681710000000, 77.7
1442681770000000, 77.7
1442681831000000, 77.8
1442681892000000, 77.9
1442681952000000, 78.0
1442682013000000, 78.1
1442682074000000, 78.1
1442682134000000, 78.2
1442682195000000, 78.3
1442682255000000, 78.3
1442682316000000, 78.4
1442682377000000, 78.4
1442682437000000, 78.4
1442682497000000, 78.4
1442682558000000, 78.5
1442682619000000, 78.4
1442682678000000, 78.3
1442682739000000, 78.2
1442682800000000, 78.2
1442682861000000, 78.2
1442682921000000, 78.0
1442682981000000, 77.9
1442683041000000, 77.9
1442683102000000, 77.9
1442683162000000, 78.0
1442683223000000, 78.0
1442683283000000, 78.1
